symbol,name,type
SCPSX,SC PIMCO HIGH YIELD FUND SERVIC,mf
MNDFX,Manning & Napier Dividend Focus I,mf
IMSIX,IMS Strategic Income,mf
VKPTYX,Van Kampen 865 Pref Sec Pft Srs,mf
PDRMX,PIMCO Inflation Response Multi-Asst D,mf
TRQIX,SEI S&P; 500 Index E (SIMT),mf
XBAFX,BlackRock Municipal Income Inve,mf
BREIX,Baron Real Estate Institutional,mf
WGFIX,William Blair Global Leaders I,mf
LPEIX,ALPS|Red Rocks Listed Private Equity I,mf
FVDFX,Fidelity Value Discovery,mf
JDHCX,Janus High-Yield C,mf
OBAOX,Oberweis Asia Opportunities,mf
VADAX,Invesco Equally-Wtd S&P; 500 A,mf
MDIKX,MFS International Diversification R2,mf
MSRVX,MainStay Retirement 2050 Inv,mf
XHHYX,Helios High Yield Fund,mf
VNYFX,Wilmington New York Municipal Bond A,mf
PAFDX,T. Rowe Price Equity Income Adv,mf
XNXPX,Nuveen Select Tax-Free Income P,mf
ANSCX,Ancora Special Opportunity C,mf
MENJX,BlackRock NJ Municipal Bond Inv A,mf
VKCLSX,VAN KAMPEN 1095 CLOSED-END STRA,mf
PVSMX,Putnam Capital Spectrum M,mf
BDSRX,BMO Diversified Stock R-3,mf
UINCX,USAA Income Adviser,mf
MKNCX,Invesco Global Market Neutral C,mf
FASRX,Franklin K2 Alternative Strategies R6,mf
NAUGX,Nationwide Government Bond Instl Svc,mf
ISOPX,Voya SmallCap Opportunities Portfolio A,mf
ABIBX,AllianceBern Intl Val B,mf
PICCX,Virtus Core Equity C,mf
AMPCX,American Funds AMCAP C,mf
XVCVX,Invesco California Value Munici,mf
PAZMX,Putnam AZ Tax Exempt Income M,mf
VSCPX,Vanguard Small Cap Index InstlPlus,mf
MZCSX,Muzinich Credit Opps Supra Instl,mf
DODFX,Dodge & Cox International Stock,mf
SSACX,SunAmerica Focused Gr C,mf
REAAX,Russell LifePoints Equity Gr Strat A,mf
HBAGX,HSBC World Selection Aggressive Strat B,mf
PTWZX,Prudential Jennison 20/20 Focus Z,mf
INUTX,Columbia Dividend Opportunity A,mf
RSGTX,Russell US Dynamic Equity Y,mf
XBDVX,THE BLACKROCK DIVIDEND ACHEIVER,mf
JCVVX,JHancock Classic Value R5,mf
DFREX,DFA Real Estate Securities I,mf
HAUSX,Hartford US Government Secs HLS IA,mf
KDHSX,Deutsche Equity Dividend S,mf
FSITX,Fidelity Spartan US Bond Idx Advtg,mf
PNRAX,Putnam Research A,mf
FRTDEX,FIRST TRUST 1314 RETAIL PORTFOL,mf
PNECX,AllianzGI NFJ Dividend Value C,mf
FLTIX,Nuveen Short-Term Bond I,mf
MLPOX,Oppenheimer SteelPath MLP Alpha Y,mf
XEEAX,"The European Equity Fund, Inc.",mf
NFJCX,AllianzGI NFJ International Val II C,mf
UIRRX,USAA Real Return Institutional,mf
VFIJX,Vanguard GNMA Adm,mf
RYPNX,Royce Opportunity Invmt,mf
LMLSX,ClearBridge Large Cap Value IS,mf
JHYIX,Aberdeen Global High Income I,mf
TGTRX,Templeton Global Total Return A,mf
SMLIX,Deutsche Managed Municipal Bond Instl,mf
ARMSX,Armstrong Associates,mf
HARSX,Eagle Mid Cap Growth R5,mf
IGTAX,Transamerica Tactical Income A,mf
MPAFX,AMG Managers Cadence Cptl Apprec Inv,mf
WIBCX,Wright Intl Blue Chip Equities Fund,mf
FGMNX,Fidelity GNMA,mf
PSPCX,PIMCO StocksPLUS C,mf
HCYIX,Hilton Yield Plus Institutional,mf
WWGEX,Westwood Global Equity Institutional,mf
FOCIX,Fairholme Focused Income,mf
XFEIX,First Trust MLP and Energy Inco,mf
SBVLX,ClearBridge Small Cap Value C,mf
DCAIX,Dunham Appreciation & Income C,mf
GTLOX,Glenmede Large Cap Core Port,mf
LMIRX,QS Batterymarch Intl Eq R,mf
MGQIX,Morgan Stanley Inst Global Quality I,mf
FBTHLX,FIRST TRUST 2200 WEDBUSH LIFE S,mf
FWFIX,First Western Fixed Income,mf
OBFIX,Optimum Fixed Income B,mf
IRESX,Ivy Global Real Estate I,mf
MDVAX,MassMutual Premier Diversified Bond A,mf
DRSVX,Dreman Contrarian Small Cap Value Retail,mf
AGRDX,American Century Growth R6,mf
FGITX,Fidelity Advisor Growth & Income T,mf
GOPAX,Aberdeen China Opportunities A,mf
HPERX,Highland Premier Growth Equity R,mf
FKVFX,Fidelity Freedom K 2015,mf
NSBRX,Nuveen Santa Barbara Dividend Growth I,mf
GSGSX,Goldman Sachs Growth and Inc Svc,mf
PUBFX,PIMCO Unconstrained Bond Adm,mf
MSNYX,MFS NY Municipal Bond A,mf
VMGMX,Vanguard Mid-Cap Growth Index Admiral,mf
AGGIX,American Century Global Growth Instl,mf
FSMOKX,rst Trust 2931 Global Agricultu,mf
PPVIX,Principal SmallCap Value II Inst,mf
UITBX,USAA Intermediate-Term Bond Adviser,mf
DTRAX,Dreyfus Total Return Advantage A,mf
FBICX,Franklin Income B,mf
WAOCX,Western Asset Global Government Bond C,mf
RCHYX,RS China Y,mf
BMCRX,BlackRock Flexible Equity R,mf
PTBMX,Principal LifeTime 2020 R3,mf
MFQAX,AMG FQ Tax-Managed US Equity Inv,mf
OPCCX,Oppenheimer Rochester NC Municipal C,mf
PLVEX,Putnam Low Volatility Equity A,mf
RSMYX,RS Emerging Markets Small Cap Y,mf
APECX,Columbia High Yield Bond C,mf
ECORX,Eaton Vance OR Municipal Income C,mf
RAMBX,American Funds ST Bd Fd of America R2,mf
FNYRKX,First Trust 1805 New York Munic,mf
AIMIX,Voya Mid Cap Value Advantage I,mf
LCBEX,ClearBridge Equity Income IS,mf
VKSRSX,Van Kampen 803 Closed-End Strat,mf
PHYZX,Prudential High-Yield Z,mf
IEDIX,Voya Large Cap Value I,mf
FALDNX,FIRST TRUST 2857 TARGET 50/50 2,mf
FIMGX,First Investors Tax Exempt MA B,mf
DROIX,Diamond Hill Research Opportunities I,mf
PCVRX,Putnam Convertible Securities R,mf
JMSAX,JHVIT Mutual Shares NAV,mf
BEARX,Federated Prudent Bear A,mf
VKMIOX,n Kampen 730 Closed-End Str Coh,mf
TXRIX,JPMorgan Tax Aware Real Return Instl,mf
KGGAX,Kopernik Global All-Cap A,mf
HIIGX,Harbor International Growth Inv,mf
GAPBX,Goldman Sachs Equity Growth Strategy B,mf
LRSBX,Lord Abbett Small Cap Value B,mf
MSXLX,Morgan Stanley Inst Core Fixed Inc L,mf
PMAAX,Principal SmallCap Growth A,mf
AAMBMX,Advisors Dis Tr 522 Build Ameri,mf
TWQCX,Transamerica Large Cap Value C,mf
FHCIX,Fidelity Advisor Health Care I,mf
VKSBSX,VAN KAMPEN  942 S&P; DIVIDEND SU,mf
PATAX,T. Rowe Price Tax-Free Income Adv,mf
SCTIX,Wells Fargo Advantage CA Ltd-Term T/F Ad,mf
EARRX,Eaton Vance Short Duration Real Return A,mf
TRBAX,Legg Mason WA Core Bond A,mf
VQNPX,Vanguard Growth & Income Inv,mf
CHDVX,Cullen High Dividend Equity I,mf
TSIRX,Thornburg Strategic Income R3,mf
VTSSX,Vanguard Total Stock Mkt Idx Signal,mf
JGYIX,JHancock Global Shareholder Yield I,mf
FSRBX,Fidelity Select Banking Portfolio,mf
FAMVX,FAM Value Inv,mf
LMYAX,QS Legg Mason Target Retirement 2040 A,mf
FEMIX,Fidelity Advisor NY Municipal Inc I,mf
TFEAX,Touchstone Focused Equity A,mf
PGLRX,Putnam Global Equity R,mf
GLTYX,Invesco Global Targeted Returns Y,mf
PDRYX,Putnam Dynamic Risk Allocation Y,mf
PIBZX,Pioneer Bond Z,mf
BIEMX,William Blair Emerging Mkts Growth Instl,mf
FTAFX,Fidelity Advisor Freedom Income T,mf
EVSEX,Eaton Vance Special Equities A,mf
GRPOX,Goldman Sachs Retire Port Complt A,mf
WRHIX,Ivy High Income C,mf
XFMOX,Fiduciary/Claymore MLP Opportun,mf
SHOYX,American Beacon SiM High Yld Opps Y,mf
CEBTX,Compass EMP Enhanced Fixed Inc T,mf
WEECX,TETON Westwood Equity A,mf
ALSIX,ASTON/River Road Long-Short I,mf
HTWSX,Hartford Target Retirement 2020 R4,mf
VPAGX,Vantagepoint Model Port All-Eq Gr Inv M,mf
UNHIX,Waddell & Reed High-Income A,mf
VINIX,Vanguard Institutional Index I,mf
JERAX,Janus Global Real Estate A,mf
TRRMX,T. Rowe Price Retirement 2050,mf
VKQTLX,Quality Municipals Income Trust,mf
FRFTX,Franklin Federal Tax-Free Income C,mf
CGBAX,City National Rochdale Govt Bond N,mf
NGIBX,Columbia Marsico Growth B,mf
HTHTX,Hartford Target Retirement 2030 R5,mf
IVGSX,VY Invesco Growth and Income S,mf
APFBX,Cavanal Hill Intermediate Bd Inv,mf
AVMTX,American Century VP Mid Cap Val,mf
TEGIX,Touchstone Mid Cap Growth Inst,mf
JALMX,JHancock Lifestyle Moderate A,mf
MMACX,MFS Moderate Allocation C,mf
VGRSX,Vanguard REIT Index Signal,mf
RFIDX,Ranger Quest For Income and Growth Instl,mf
JEPSX,JPMorgan US Research Equity Plus Select,mf
FFNOX,Fidelity Four-in-One Index,mf
FEQTX,Fidelity Equity Dividend Income,mf
XDNIX,"Dividend and Income Fd, Inc.",mf
LSIZX,Columbia Strategic Income Z,mf
LGFMX,QS Batterymarch Emerging Mkts FI,mf
ELDCX,MFS Limited Maturity 529C,mf
MDYHX,BlackRock High Yield Municipal Inv A,mf
FGORGX,FIRST TRUST 2857 DOW TARGET 5 2,mf
JILGX,JHancock Lifestyle Growth 1,mf
ADFAX,American Century Diversified Bond A,mf
FFTFX,Franklin Federal Limited-Term T/F Inc A,mf
APSTX,Cavanal Hill Short Term Inc Inv,mf
SUWAX,Deutsche Core Equity A,mf
XBGTX,BlackRock Floating Rate Income ,mf
PDRLX,Putnam Dynamic Risk Allocation R5,mf
FRUGX,Franklin US Government Secs C,mf
FEGLAX,rst Trust 2876 Global Bond Inco,mf
OGIBX,JPMorgan Equity Income B,mf
CPXIX,Cohen & Steers Preferred Sec & Inc I,mf
XBGHX,Babson Capital Growth Short Dur,mf
BNDCX,UBS Global Bond C,mf
BBATX,American Funds 2010 Trgt Date Retire B,mf
NBMIX,Neuberger Berman Small Cap Growth Inv,mf
XBHLX,BlackRock Defined Opportunity C,mf
CDEMX,COLUMBIA MOD CONSERVATIVE Z-CON,mf
MRMTX,MassMutual RetireSMART Mod R3,mf
WFILX,Wells Fargo Advantage Index A,mf
JNVIX,Jensen Quality Value I,mf
GGPCX,American Funds Global Growth Port C,mf
STFRX,Wells Fargo Advantage DJ Target 2040 A,mf
VKCNVX,Van Kampen 908 Conservative Inc,mf
MIMFX,Managers Institutional Micro-Cap,mf
OARDX,Oppenheimer Rising Dividends A,mf
RSDFX,Columbia Dividend Opportunity R5,mf
XBHYX,BlackRock High Yield Trust,mf
BMCIX,BlackRock US Opportunities Instl,mf
PYMDX,PIMCO High Yield Municipal Bond D,mf
AHALX,City National Rochdale Ltd Mat Fxd Inc N,mf
ARIIX,AllianceBern Global Rel Est Invmt Instl,mf
MSIFX,BMO Short-Term Income I,mf
MNOIX,MainStay New York Tax Free Opp I,mf
VRECX,Invesco Balanced-Risk Retire 2030 CX,mf
PRHSX,T. Rowe Price Health Sciences,mf
FMIRX,FMI Provident Trust Strategy,mf
RPXIX,RiverPark Large Growth Institutional,mf
OIDYX,Oppenheimer International Diversified Y,mf
EPIVX,EuroPac International Value A,mf
JRLTX,Johnson Realty,mf
CEMVX,Causeway Emerging Markets Investor,mf
JGFMX,JPMorgan Global Opportunities R6,mf
JRINX,JHancock Retirement Choices at 2050 R2,mf
INYBX,Voya High Yield Bond B,mf
PIFAX,PACE Intermediate Fixed Income A,mf
DDYIX,Dreyfus Dynamic Alternatives I,mf
PEQZX,Prudential Jennison Blend Z,mf
JCPCX,JHancock3 Small Cap Opps C,mf
JCOAX,JHancock Greater China Opportunities A,mf
NWJOX,Nationwide HighMark Nat Interm TFB A,mf
MSHAX,MassMutual Premier Short-Duration Bd A,mf
NBFCX,Neuberger Berman Focus Tr,mf
NMDAX,Nuveen MD Municipal Bond A,mf
VTMSX,Vanguard Tax-Managed Small Cap Adm,mf
VKTCYX,VAN KAMPEN 1025 TECHNOLOGY INDE,mf
FRWOTX,FIRST TRUST 2648 DEFENSIVE EQUI,mf
HRLYX,Hartford Global Real Asset Y,mf
ACDTX,American Century NT Growth R6,mf
FYIBX,Franklin High Yield Tax-Free Inc B,mf
ACSTX,Invesco Comstock A,mf
WWWEX,Kinetics Global No Load,mf
NEAMX,Neiman Large Cap Value A,mf
FEQTMX,FIRST TRUST 1416 EQUITY INCOME ,mf
KHYBX,Deutsche High Income B,mf
SJPNX,Nomura Partners The Japan S,mf
ASDVX,American Century Shrt Dur Strat Inc Inv,mf
DXKSX,Direxion Mthly 7-10 Yr Treasury Bear 2X,mf
MNDJX,MFS New Discovery R4,mf
PVPIX,Principal Large Cap Value I Inst,mf
CDCRX,Copeland Risk Managed Dividend Gr C,mf
XDHFX,Dreyfus High Yield Strategies F,mf
JIERX,JPMorgan International Equity R5,mf
GHYCX,Goldman Sachs High Yield Muni C,mf
LTGRX,Thornburg Limited Term US Government R5,mf
XHAOX,ggenheim China Small Cap ETF,mf
MGILX,Morgan Stanley Instl Corporate Bond L,mf
EKHBX,Wells Fargo Advantage High Yld Bond B,mf
OCSGX,Optimum Small-Mid Cap Growth C,mf
MCHFX,Matthews China Investor,mf
PVSAX,Putnam Capital Spectrum A,mf
TCOIX,TIAA-CREF Lifecycle 2040 Instl,mf
LSBCX,Lord Abbett Small Cap Blend C,mf
RYTIX,Rydex Technology Inv,mf
VKNNGX,n Kampen 1099 Closed-End Strate,mf
FOSPX,Tributary Shrt/Interm Bond Instl Plus,mf
WBIGX,William Blair International Growth N,mf
RSBEX,Russell Short Duration Bond E,mf
DHPIX,Diamond Hill Mid Cap I,mf
FJIMYX,FIRST TRUST 2354 CANADIAN ENERG,mf
LCPCX,ClearBridge Energy MLP & Infras C,mf
OOSYX,Oppenheimer Senior Floating Rate Y,mf
PGOVX,PIMCO Long-Term US Government Instl,mf
FSRFX,Fidelity Select Transportation,mf
FHDRBX,FIRST TRUST 2328: GLOBAL HARD A,mf
PMYRX,Pioneer Multi-Asset Real Return Y,mf
FCPFX,Fidelity Small Cap Growth F,mf
NBGIX,Neuberger Berman Genesis Instl,mf
RGWCX,RS Growth C,mf
FLNRTX,First Trust 2098 New Jersey Mun,mf
BNAAX,UBS Dynamic Alpha A,mf
FRSGX,Franklin Small-Mid Cap Growth A,mf
NALTX,Nuveen Conservative Allocation R3,mf
FTRWOX,FIRST TRUST 2607:NEW JERSEY MUN,mf
UFLTX,USAA FL Tax-Free Income,mf
LTRQX,Lord Abbett Total Return R2,mf
IMLPX,MainGate MLP I,mf
GOCRX,JHancock International Core R1,mf
LFRIX,Lord Abbett Floating Rate I,mf
FBMAX,Fidelity Series Broad Market Opps,mf
ANEFX,American Funds New Economy A,mf
JOBBX,JPMorgan SmartRetirement Blend 2040 R5,mf
CHNDX,Prudential Jennison Small Company B,mf
MCAPX,Nationwide Short Duration Bond A,mf
TFLCX,Transamerica Floating Rate C,mf
CLPIX,Columbia Select Large Cap Equity Fund I,mf
LWSTX,Western Asset Short-Term Bond IS,mf
WSMNX,William Blair Small-Mid Cap Gr N,mf
PAUIX,PIMCO All Asset All Authority Inst,mf
JIVNX,JOHN HANCOCK VAR INS TRUST INTE,mf
PDTAX,PNC Retirement Income I,mf
WFENX,Wells Fargo Advantage Intl Equity I,mf
IPCTX,ING Total Return Bond Port S2,mf
NVOCX,Nuveen Tradewinds Value Opportunities C,mf
PTRMX,Performance Trust Municipal Bond Retail,mf
FKYTX,Nuveen KY Municipal Bond A,mf
SBMAX,ClearBridge Mid Cap Core A,mf
MFAAX,American Funds Mortgage A,mf
ISTIX,Ivy Science & Technology I,mf
GAOCX,JPMorgan Global Allocation C,mf
IBNYX,Ivy Balanced Y,mf
RDLWX,Columbia Large Growth Quantitative W,mf
WSBFX,Walden Asset Management,mf
EKEMX,Even Keel Explorer Managed Risk A,mf
AIFIX,Forward Investment Grade Fxd-Inc Instl,mf
XNKGX,Nuveen Georgia Dividend Advanta,mf
PRIDX,T. Rowe Price International Discovery,mf
FTDGSX,First Trust 1965 Core Holding G,mf
SCHBX,QS Legg Mason Lifestyle Allocation 85% B,mf
TESGX,Templeton Global Smaller Comp C,mf
DHLTX,Diamond Hill Select I,mf
DVRBX,MFS Global Alternative Strategy B,mf
PSDAX,PIMCO Short-Duration Muni Income A,mf
PJNCX,Prudential Jennison Market Neutral C,mf
TCZPX,TIAA-CREF Lifecycle 2040 Premier,mf
GIZYX,Invesco Global Infrastructure Y,mf
TAREX,Third Avenue Real Estate Value Instl,mf
JLMOX,JHancock Lifestyle II Moderate 1,mf
CAGRX,Columbia Capital Allocation Agrsv K,mf
MCVCX,Transamerica Mid Cap Value Opps C,mf
GREIX,Goldman Sachs Real Estate Instl,mf
AAMWOX,ADVISORS DIS TR 676 SENIOR VARI,mf
IPHAX,ING Pioneer High Yield Adv,mf
APPLX,Appleseed,mf
DFFVX,DFA US Targeted Value I,mf
UHYOX,USAA High Income Adviser,mf
IBALX,Transamerica Multi-Mgd Balanced A,mf
RYESX,Rydex Energy Services A,mf
LEQCX,LoCorr Long/Short Equity C,mf
PFSZX,Prudential Financial Services Z,mf
EAFAX,Eaton Vance Floating-Rate Advantage A,mf
OMMIX,Old Mutual Asset Allocation Mod Gr Instl,mf
VPTGX,Vantagepoint Model Port Tradtnl Gr Inv M,mf
MIPSX,MassMutual Premier Infl-Prot and Inc R5,mf
IEDRX,Voya Large Cap Value R,mf
CIOYX,Columbia Income Opportunities Y,mf
PGRNX,Pax World Global Envrnmntl Mkts Indv Inv,mf
BMCVX,BlackRock Flexible Equity Investor B,mf
XFENX,First Trust Energy Income and G,mf
GREAX,Goldman Sachs Real Estate A,mf
ATPCX,Aquila Three Peaks High Income C,mf
IFMAX,VY Franklin Mutual Shares A,mf
MIGFX,MFS Massachusetts Investors Gr Stk A,mf
INCBX,Transamerica High Yield Bond B,mf
PYTRX,Putnam Absolute Return 300 Y,mf
FSCSX,Fidelity Select Software & Comp Port,mf
CAERX,Columbia Acorn Emerging Markets R4,mf
VAFRX,Invesco American Franchise R,mf
PDPCX,Virtus Alternatives Diversifier C,mf
YCVTX,API Efficient Frontier Value L,mf
TIMVX,TIAA-CREF Mid-Cap Value Instl,mf
SGWYX,Montibus Small Cap Growth Advisor,mf
JHADX,JHFunds2 Active Bond NAV,mf
TRRPX,TIAA-CREF Real Estate Sec Premier,mf
PTCIX,PIMCO Long-Term Credit Institutional,mf
RGAFX,American Funds Growth Fund of Amer R5,mf
HSTGX,JPMorgan Short-Term Bond II A,mf
EXEYX,Manning & Napier Equity,mf
RTLCX,Russell Tax-Managed US Large Cap C,mf
TRCIX,TIAA-CREF Lifecycle Index Ret Inc Retire,mf
PGTAX,Putnam Global Technology A,mf
FDTRX,Franklin DynaTech R6,mf
RLGYX,Russell Global Equity Y,mf
STCIX,RidgeWorth Large Cap Growth Stock A,mf
TEFQX,Firsthand Technology Opportunities,mf
WFBNX,WELLS FARGO DOW JONES 2015 FUND,mf
RRMVX,T. Rowe Price Mid-Cap Value R,mf
XGUTX,Gabelli Utility Trust (The),mf
WBEIX,William Blair Emerging Mkts Growth I,mf
FTLRNX,FIRST TRUST 2223 GLOBAL DIVIDEN,mf
IHPSX,Voya Hang Seng Index S,mf
DHAAX,Day Hagan Tactical Alloc Fd of ETFs A,mf
CWILAX,GUGGENHEIM DEF 747 WILSHIRE GLO,mf
JCUIX,JHancock Absolute Return Currency I,mf
BGSAX,BlackRock Science & Technology Opp Inv A,mf
NCDCX,Nationwide Inv Dest Mod Cnsrv C,mf
JIDCX,JPMorgan India C,mf
TVPNX,Transparent Value Directnl Allc VI III,mf
SCTEX,Columbia AMT-Free CT Interm Muni Bd Z,mf
RRCOX,T. Rowe Price Capital Opportunity R,mf
BRTLX,BMO Target Retirement 2035 R-6,mf
FINNX,First Investors Tax Exempt NJ Instl,mf
FSCTX,Fidelity Advisor Small Cap T,mf
AMGIX,American Century Income & Growth Inst,mf
XEVJX,Eaton Vance New Jersey Municipa,mf
MMTSX,MassMutual RetireSMART 2050 Svc,mf
AVGCX,Dreyfus Dynamic Total Return C,mf
VRSIX,Stone Ridge U.S. Small Cap Vari,mf
DVEAX,Delaware Select Growth A,mf
PWJZX,Prudential Jennison International Opps Z,mf
EVSYX,Wells Fargo Advantage Discp US Core Adm,mf
PSSDX,PIMCO StocksPLUS AR Short Strat D,mf
CWGIX,American Funds Capital World G/I A,mf
AWTDX,AllianzGI Global Water D,mf
VPACX,Vanguard Pacific Stock Index Inv,mf
FOGDSX,FIRST TRUST 2598 INTERNATIONAL ,mf
EQNVX,MFS Equity Income R5,mf
PTEYX,Putnam Tax Exempt Income Y,mf
FSSAX,Franklin Small Cap Growth Adv,mf
AIZCX,AllianceBern International C,mf
SHCDX,Stone Harbor Emerg Mkts Corp Dbt Instl,mf
HEMAX,Henderson Emerging Markets Opps A,mf
LAVPX,Lord Abbett Fundamental Equity P,mf
ACBGX,US Global Investors HolmesMacroTrends,mf
SLMCX,Columbia Seligman Comms & Info A,mf
ASTTX,Wilmington Short Duration Gov Bond A,mf
DABAX,Delaware Global Value A,mf
PRSVX,T. Rowe Price Small-Cap Value,mf
MCFFX,FDP Ser Franklin Temp Ttl Ret FDP Inv C,mf
LADRX,Lord Abbett Developing Growth R3,mf
TWNIX,American Century New Opps Instl,mf
ABCVX,American Beacon The London Co Inc Eq Inv,mf
CSCZX,Columbia Small Cap Value Fund I Z,mf
TRGRX,T. Rowe Price Global Real Estate,mf
FMUCX,Federated Muni and Stock Advantage C,mf
GIRZX,Goldman Sachs Brazil Equity IR,mf
HEQCX,Henssler Equity Institutional,mf
QLMSIX,,mf
QCLGX,Federated MDT Large Cap Growth C,mf
BEGRX,Franklin Mutual Beacon Z,mf
FULIX,Federated Ultrashort Bond Instl,mf
MDWIX,BlackRock World Income Inv A,mf
UMESX,Columbia Global Energy & Natural Res Z,mf
CSIIX,Columbia Small Cap Index I,mf
GSXAX,Aberdeen Small Cap A,mf
TILDX,Centaur Total Return,mf
FROZX,Franklin OH Tax-Free Inc Adv,mf
GSMCX,Goldman Sachs Mid Cap Value Instl,mf
LTQKX,AllianceBern 2050 Retirement Strat K,mf
GIBAX,Guggenheim Total Return Bond A,mf
RYKIX,Rydex Banking Inv,mf
CDEIX,Active Portfolios Multi-Manager Value A,mf
NSKIX,SunAmerica Focused Small-Cap Growth I,mf
MCRIX,Altegris Macro Strategy I,mf
XIQIX,Invesco Quality Municipal Incom,mf
RYENX,Rydex Energy A,mf
CIMCX,American Funds Inc Fund of Amer 529C,mf
LMOOX,Western Asset Oregon Municipals I,mf
AQMIX,AQR Managed Futures Strategy I,mf
GPFNX,Grant Park Managed Futures Strategy N,mf
PSBPX,Principal SmallCap Blend R5,mf
LTPCX,AllianceBern 2045 Retirement Strat C,mf
AREMX,American Century One Choice 2055 A,mf
IFVEX,ING Fidelity VIP Equity-Income Port S2,mf
SGFFX,Sparrow Growth A,mf
BMPSX,ProFunds Basic Materials UltraSector Svc,mf
JFFCX,Janus International Forty C,mf
BLDGX,BlackRock Low Duration Bond Investor B3,mf
PLDPX,PIMCO Low Duration P,mf
FMINX,Franklin MN Tax-Free Inc A,mf
WBCAX,Wells Fargo Advantage WB Cons Allocation,mf
JANDX,Janus D,mf
FCRSX,Fidelity Advisor Income Repl 2034 C,mf
XISDX,Prudential Short Duration High ,mf
FSAIX,Fidelity Select Air Transportation Port,mf
FRHSOX,The First Trust Combined Srs 32,mf
JVTAX,Janus Venture A,mf
BIGRX,American Century Income & Growth Inv,mf
ASQIX,American Century Small Company Inv,mf
VKMTWX,Insured Municipals Income Trust,mf
HIGIX,Virtus Intermediate Govt Bond I,mf
CTIIX,Compass EMP Intl 500 Volatil Wtd I,mf
RMGCX,RiverFront Global Allocation C,mf
MGDHX,Morgan Stanley Inst Glbl Discovery H,mf
JEBTX,JHVIT American Bond Trust Ser I,mf
FSFIX,Nuveen Strategy Conservative Allc A,mf
CNCFX,RidgeWorth NC Tax-Exempt Bond I,mf
TCMGX,TIAA-CREF Mid-Cap Growth Retail,mf
PTNNX,PIMCO RealRetirement 2015 Administrative,mf
EMHSX,Eaton Vance Worldwide Health Sci B,mf
FFABX,Franklin Templeton Founding Allc B,mf
FTRAWX,rst Trust 2829 High Dividend Eq,mf
SCNYX,M.D. Sass 1-3 Year Dur US Agcy Bd SC Tr,mf
CQURX,Columbia Large Growth Quantitative R5,mf
PIXCX,PIMCO Fundamental IndexPLUS AR C,mf
FTFEX,Fidelity Advisor Freedom 2030 T,mf
FLPSX,Fidelity Low-Priced Stock,mf
PNYIX,PIMCO NY Municipal Instl,mf
XNANX,Nuveen New York Dividend Advant,mf
MSDCX,Wells Fargo Advantage Sh Dur Govt Bd C,mf
JEFSX,JHVIT Financial Services I,mf
NVGRX,Wells Fargo Advantage Growth Balanced B,mf
LMOFX,Legg Mason Opportunity FI,mf
SGINX,Deutsche GNMA S,mf
EREMX,Parametric Emerging Markets R6,mf
XNUNX,veen New York Quality Income Mu,mf
JIQBX,JHFunds2 Invest Quality Bond 1,mf
MVSAX,Wilmington Short-Term Corporate Bd A,mf
BHYSX,BlackRock High Yield Bond Svc,mf
WMCVX,Wasatch Small Cap Value,mf
FLCGX,Meeder Quantex,mf
JPHRX,JPMorgan Floating Rate Income R6,mf
ARMLX,Western Asset Adjustable Rate Income IS,mf
AHDEX,City National Rochdale Divers Eq Instl,mf
PURBX,Prudential Global Real Estate B,mf
HVFYX,Hartford Value Y,mf
ARRAX,AllianzGI Redwood A,mf
FTHPPX,FIRST TRUST 2536 INTEREST RATE ,mf
JPMNX,JPMorgan Research Market Neutral Instl,mf
LDLQX,Lord Abbett Short Duration Income R2,mf
TGFVX,TCW Concentrated Value N,mf
QUKTX,Quaker Capital Opportunities A,mf
RSBYX,Russell Short Duration Bond Y,mf
CREEX,Columbia Real Estate Equity Z,mf
QLMYIX,,mf
WTEFX,HighMark WI Tax-Exempt Fiduciary,mf
THVRX,Thornburg International Value R4,mf
TCPIX,ProFunds Telecom UltraSector Inv,mf
FGIOX,Fidelity Advisor Growth & Income I,mf
HQBRX,Hartford Quality Bond R3,mf
AFISX,AmericaFirst Quantitative Strategies C,mf
JAPGX,Janus Aspen Preservation - Growth Instl,mf
RYAMX,Guggenheim Long Short Equity Fund A,mf
TETIX,RBC Enterprise I,mf
FRSCX,Dreyfus Mid-Cap Growth C,mf
ESIVX,Wells Fargo Advantage Intl Bond C,mf
VLUCX,Invesco Value C,mf
SEEGX,JPMorgan Large Cap Growth Select,mf
AHYFX,Aegis High Yield I,mf
FTSGX,Frontegra Timpani Small Cap Growth Inst,mf
FSGFX,Strategic Advisers Growth,mf
ONGFX,JPMorgan Investor Growth & Income Sel,mf
MDFSX,Manning & Napier Dividend Focus S,mf
CAACX,Calvert Aggressive Allocation C,mf
FCNTX,Fidelity Contrafund,mf
FIVLX,Fidelity International Value,mf
LMORX,Legg Mason Opportunity R,mf
WLBEX,Wells Fargo Advantage Emg Mkt Lcl Bd C,mf
IFFAX,Voya Diversified International A,mf
MHCAX,MainStay High Yield Corporate Bond A,mf
LGEMX,QS Batterymarch Emerging Mkts I,mf
JLFOX,JHancock Retire Living through 2030 1,mf
PTRAX,PIMCO Total Return Admin,mf
MYHNX,MainStay High Yield Opportunities Inv,mf
HCMGX,HCM Tactical Growth A,mf
PETCX,PIMCO Real Estate Real Return Strategy C,mf
MCLVX,BlackRock Large Cap Value Inv C,mf
